P/T (kPa/K),Den (Kg/cu m),Temp (C),Pres (kPa),Alt (m)
0.000116288040705,4.0533E-4,40.715000,3.6493E-2,57500
0.000116425385046,4.0580E-4,40.685100,3.6533E-2,57490
0.000116562904711,4.0628E-4,40.655200,3.6572E-2,57480
0.000116700599942,4.0676E-4,40.625300,3.6612E-2,57470
0.000116838470978,4.0724E-4,40.595400,3.6652E-2,57460
0.000116976518062,4.0773E-4,40.565500,3.6691E-2,57450
0.000117114741434,4.0821E-4,40.535600,3.6731E-2,57440
0.000117253141337,4.0869E-4,40.505700,3.6771E-2,57430
0.000117391718012,4.0917E-4,40.475800,3.6811E-2,57420
0.000117530471704,4.0966E-4,40.445900,3.6851E-2,57410
0.000117669402654,4.1014E-4,40.416000,3.6891E-2,57400
0.000117808511107,4.1063E-4,40.386100,3.6931E-2,57390
0.000117947797305,4.1111E-4,40.356200,3.6971E-2,57380
0.000118087261493,4.1160E-4,40.326300,3.7012E-2,57370
0.000118226903915,4.1208E-4,40.296400,3.7052E-2,57360
0.000118366724817,4.1257E-4,40.266500,3.7092E-2,57350
0.000118506724443,4.1306E-4,40.236600,3.7132E-2,57340
0.000118646903039,4.1355E-4,40.206700,3.7173E-2,57330
0.000118787260851,4.1404E-4,40.176800,3.7213E-2,57320
0.000118927798125,4.1453E-4,40.146900,3.7254E-2,57310
0.000119068515108,4.1502E-4,40.117000,3.7294E-2,57300
0.000119209412047,4.1551E-4,40.087100,3.7335E-2,57290
0.000119350489188,4.1600E-4,40.057200,3.7375E-2,57280
0.00011949174678,4.1649E-4,40.027300,3.7416E-2,57270
0.000119633185072,4.1699E-4,39.997400,3.7457E-2,57260
0.00011977480431,4.1748E-4,39.967500,3.7498E-2,57250
0.000119916604745,4.1797E-4,39.937600,3.7538E-2,57240
0.000120058586624,4.1847E-4,39.907700,3.7579E-2,57230
0.000120200750199,4.1896E-4,39.877800,3.7620E-2,57220
0.000120343095718,4.1946E-4,39.847900,3.7661E-2,57210
0.000120485623433,4.1996E-4,39.818000,3.7702E-2,57200
0.000120628333593,4.2045E-4,39.788100,3.7743E-2,57190
0.000120771226449,4.2095E-4,39.758200,3.7784E-2,57180
0.000120914302254,4.2145E-4,39.728300,3.7825E-2,57170
0.000121057561259,4.2195E-4,39.698400,3.7867E-2,57160
0.000121201003715,4.2245E-4,39.668500,3.7908E-2,57150
0.000121344629876,4.2295E-4,39.638600,3.7949E-2,57140
0.000121488439994,4.2345E-4,39.608700,3.7990E-2,57130
0.000121632434322,4.2395E-4,39.578800,3.8032E-2,57120
0.000121776613115,4.2446E-4,39.548900,3.8073E-2,57110
0.000121920976626,4.2496E-4,39.519000,3.8115E-2,57100
0.000122065525109,4.2546E-4,39.489100,3.8156E-2,57090
0.000122210258819,4.2597E-4,39.459200,3.8198E-2,57080
0.000122355178012,4.2647E-4,39.429300,3.8240E-2,57070
0.000122500282942,4.2698E-4,39.399400,3.8281E-2,57060
0.000122645573866,4.2749E-4,39.369500,3.8323E-2,57050
0.00012279105104,4.2799E-4,39.339600,3.8365E-2,57040
0.00012293671472,4.2850E-4,39.309700,3.8407E-2,57030
0.000123082565164,4.2901E-4,39.279800,3.8449E-2,57020
0.000123228602629,4.2952E-4,39.249900,3.8490E-2,57010
0.000123374827372,4.3003E-4,39.220000,3.8532E-2,57000
0.000123521239652,4.3054E-4,39.190100,3.8574E-2,56990
0.000123667839727,4.3105E-4,39.160200,3.8617E-2,56980
0.000123814627857,4.3156E-4,39.130300,3.8659E-2,56970
0.0001239616043,4.3207E-4,39.100400,3.8701E-2,56960
0.000124108769315,4.3259E-4,39.070500,3.8743E-2,56950
0.000124256123164,4.3310E-4,39.040600,3.8785E-2,56940
0.000124403666107,4.3361E-4,39.010700,3.8828E-2,56930
0.000124551398403,4.3413E-4,38.980800,3.8870E-2,56920
0.000124699320316,4.3464E-4,38.950900,3.8913E-2,56910
0.000124847432105,4.3516E-4,38.921000,3.8955E-2,56900
0.000124995734033,4.3568E-4,38.891100,3.8998E-2,56890
0.000125144226363,4.3619E-4,38.861200,3.9040E-2,56880
0.000125292909357,4.3671E-4,38.831300,3.9083E-2,56870
0.000125441783278,4.3723E-4,38.801400,3.9125E-2,56860
0.00012559084839,4.3775E-4,38.771500,3.9168E-2,56850
0.000125740104957,4.3827E-4,38.741600,3.9211E-2,56840
0.000125889553242,4.3879E-4,38.711700,3.9254E-2,56830
0.000126039193511,4.3931E-4,38.681800,3.9297E-2,56820
0.000126189026029,4.3984E-4,38.651900,3.9340E-2,56810
0.000126339051061,4.4036E-4,38.622000,3.9383E-2,56800
0.000126489268873,4.4088E-4,38.592100,3.9426E-2,56790
0.000126639679732,4.4141E-4,38.562200,3.9469E-2,56780
0.000126790283903,4.4193E-4,38.532300,3.9512E-2,56770
0.000126941081655,4.4246E-4,38.502400,3.9555E-2,56760
0.000127092073253,4.4298E-4,38.472500,3.9598E-2,56750
0.000127243258967,4.4351E-4,38.442600,3.9642E-2,56740
0.000127394639064,4.4404E-4,38.412700,3.9685E-2,56730
0.000127546213814,4.4457E-4,38.382800,3.9728E-2,56720
0.000127697983484,4.4510E-4,38.352900,3.9772E-2,56710
0.000127849948345,4.4563E-4,38.323000,3.9815E-2,56700
0.000128002108666,4.4616E-4,38.293100,3.9859E-2,56690
0.000128154464718,4.4669E-4,38.263200,3.9903E-2,56680
0.000128307016771,4.4722E-4,38.233300,3.9946E-2,56670
0.000128459765096,4.4775E-4,38.203400,3.9990E-2,56660
0.000128612709964,4.4828E-4,38.173500,4.0034E-2,56650
0.000128765851648,4.4882E-4,38.143600,4.0078E-2,56640
0.00012891919042,4.4935E-4,38.113700,4.0121E-2,56630
0.000129072726551,4.4989E-4,38.083800,4.0165E-2,56620
0.000129226460316,4.5042E-4,38.053900,4.0209E-2,56610
0.000129380391987,4.5096E-4,38.024000,4.0253E-2,56600
0.000129534521839,4.5150E-4,37.994100,4.0297E-2,56590
0.000129688850145,4.5204E-4,37.964200,4.0342E-2,56580
0.000129843377181,4.5257E-4,37.934300,4.0386E-2,56570
0.000129998103221,4.5311E-4,37.904400,4.0430E-2,56560
0.000130153028541,4.5365E-4,37.874500,4.0474E-2,56550
0.000130308153417,4.5419E-4,37.844600,4.0519E-2,56540
0.000130463478124,4.5474E-4,37.814700,4.0563E-2,56530
0.000130619002941,4.5528E-4,37.784800,4.0607E-2,56520
0.000130774728142,4.5582E-4,37.754900,4.0652E-2,56510
0.000130930654007,4.5636E-4,37.725000,4.0697E-2,56500
0.000131086780814,4.5691E-4,37.695100,4.0741E-2,56490
0.000131243108839,4.5745E-4,37.665200,4.0786E-2,56480
0.000131399638363,4.5800E-4,37.635300,4.0831E-2,56470
0.000131556369664,4.5854E-4,37.605400,4.0875E-2,56460
0.000131713303022,4.5909E-4,37.575500,4.0920E-2,56450
0.000131870438717,4.5964E-4,37.545600,4.0965E-2,56440
0.000132027777029,4.6019E-4,37.515700,4.1010E-2,56430
0.000132185318239,4.6074E-4,37.485800,4.1055E-2,56420
0.000132343062628,4.6129E-4,37.455900,4.1100E-2,56410
0.000132501010479,4.6184E-4,37.426000,4.1145E-2,56400
0.000132659162072,4.6239E-4,37.396100,4.1190E-2,56390
0.00013281751769,4.6294E-4,37.366200,4.1235E-2,56380
0.000132976077617,4.6349E-4,37.336300,4.1281E-2,56370
0.000133134842136,4.6405E-4,37.306400,4.1326E-2,56360
0.00013329381153,4.6460E-4,37.276500,4.1371E-2,56350
0.000133452986083,4.6516E-4,37.246600,4.1417E-2,56340
0.000133612366081,4.6571E-4,37.216700,4.1462E-2,56330
0.000133771951808,4.6627E-4,37.186800,4.1508E-2,56320
0.000133931743549,4.6682E-4,37.156900,4.1553E-2,56310
0.00013409174159,4.6738E-4,37.127000,4.1599E-2,56300
0.000134251946219,4.6794E-4,37.097100,4.1645E-2,56290
0.00013441235772,4.6850E-4,37.067200,4.1690E-2,56280
0.000134572976382,4.6906E-4,37.037300,4.1736E-2,56270
0.000134733802492,4.6962E-4,37.007400,4.1782E-2,56260
0.000134894836338,4.7018E-4,36.977500,4.1828E-2,56250
0.000135056078208,4.7074E-4,36.947600,4.1874E-2,56240
0.000135217528391,4.7131E-4,36.917700,4.1920E-2,56230
0.000135379187177,4.7187E-4,36.887800,4.1966E-2,56220
0.000135541054855,4.7243E-4,36.857900,4.2012E-2,56210
0.000135703131715,4.7300E-4,36.828000,4.2058E-2,56200
0.000135865418048,4.7356E-4,36.798100,4.2104E-2,56190
0.000136027914145,4.7413E-4,36.768200,4.2151E-2,56180
0.000136190620297,4.7470E-4,36.738300,4.2197E-2,56170
0.000136353536795,4.7527E-4,36.708400,4.2243E-2,56160
0.000136516663934,4.7583E-4,36.678500,4.2290E-2,56150
0.000136680002004,4.7640E-4,36.648600,4.2336E-2,56140
0.000136843551299,4.7697E-4,36.618700,4.2383E-2,56130
0.000137007312113,4.7754E-4,36.588800,4.2430E-2,56120
0.00013717128474,4.7812E-4,36.558900,4.2476E-2,56110
0.000137335469474,4.7869E-4,36.529000,4.2523E-2,56100
0.00013749986661,4.7926E-4,36.499100,4.2570E-2,56090
0.000137664476443,4.7983E-4,36.469200,4.2617E-2,56080
0.00013782929927,4.8041E-4,36.439300,4.2664E-2,56070
0.000137994335386,4.8098E-4,36.409400,4.2711E-2,56060
0.000138159585089,4.8156E-4,36.379500,4.2758E-2,56050
0.000138325048674,4.8214E-4,36.349600,4.2805E-2,56040
0.00013849072644,4.8271E-4,36.319700,4.2852E-2,56030
0.000138656618685,4.8329E-4,36.289800,4.2899E-2,56020
0.000138822725707,4.8387E-4,36.259900,4.2946E-2,56010
0.000138989047804,4.8445E-4,36.230000,4.2993E-2,56000
0.000139155585278,4.8503E-4,36.200100,4.3041E-2,55990
0.000139322338426,4.8561E-4,36.170200,4.3088E-2,55980
0.000139489307549,4.8619E-4,36.140300,4.3136E-2,55970
0.000139656492948,4.8678E-4,36.110400,4.3183E-2,55960
0.000139823894925,4.8736E-4,36.080500,4.3231E-2,55950
0.000139991513779,4.8795E-4,36.050600,4.3278E-2,55940
0.000140159349815,4.8853E-4,36.020700,4.3326E-2,55930
0.000140327403333,4.8912E-4,35.990800,4.3374E-2,55920
0.000140495674637,4.8970E-4,35.960900,4.3422E-2,55910
0.00014066416403,4.9029E-4,35.931000,4.3470E-2,55900
0.000140832871817,4.9088E-4,35.901100,4.3518E-2,55890
0.0001410017983,4.9147E-4,35.871200,4.3565E-2,55880
0.000141170943786,4.9206E-4,35.841300,4.3614E-2,55870
0.000141340308578,4.9265E-4,35.811400,4.3662E-2,55860
0.000141509892984,4.9324E-4,35.781500,4.3710E-2,55850
0.000141679697308,4.9383E-4,35.751600,4.3758E-2,55840
0.000141849721858,4.9442E-4,35.721700,4.3806E-2,55830
0.000142019966939,4.9502E-4,35.691800,4.3855E-2,55820
0.000142190432861,4.9561E-4,35.661900,4.3903E-2,55810
0.00014236111993,4.9620E-4,35.632000,4.3951E-2,55800
0.000142532028455,4.9680E-4,35.602100,4.4000E-2,55790
0.000142703158745,4.9740E-4,35.572200,4.4048E-2,55780
0.00014287451111,4.9799E-4,35.542300,4.4097E-2,55770
0.000143046085858,4.9859E-4,35.512400,4.4146E-2,55760
0.0001432178833,4.9919E-4,35.482500,4.4195E-2,55750
0.000143389903746,4.9979E-4,35.452600,4.4243E-2,55740
0.000143562147509,5.0039E-4,35.422700,4.4292E-2,55730
0.000143734614899,5.0099E-4,35.392800,4.4341E-2,55720
0.000143907306228,5.0159E-4,35.362900,4.4390E-2,55710
0.00014408022181,5.0220E-4,35.333000,4.4439E-2,55700
0.000144253361956,5.0280E-4,35.303100,4.4488E-2,55690
0.000144426726981,5.0340E-4,35.273200,4.4537E-2,55680
0.000144600317198,5.0401E-4,35.243300,4.4587E-2,55670
0.000144774132922,5.0462E-4,35.213400,4.4636E-2,55660
0.000144948174468,5.0522E-4,35.183500,4.4685E-2,55650
0.00014512244215,5.0583E-4,35.153600,4.4735E-2,55640
0.000145296936286,5.0644E-4,35.123700,4.4784E-2,55630
0.00014547165719,5.0705E-4,35.093800,4.4833E-2,55620
0.00014564660518,5.0766E-4,35.063900,4.4883E-2,55610
0.000145821780573,5.0827E-4,35.034000,4.4933E-2,55600
0.000145997183687,5.0888E-4,35.004100,4.4982E-2,55590
0.00014617281484,5.0949E-4,34.974200,4.5032E-2,55580
0.00014634867435,5.1010E-4,34.944300,4.5082E-2,55570
0.000146524762537,5.1072E-4,34.914400,4.5132E-2,55560
0.00014670107972,5.1133E-4,34.884500,4.5182E-2,55550
0.00014687762622,5.1195E-4,34.854600,4.5232E-2,55540
0.000147054402356,5.1256E-4,34.824700,4.5282E-2,55530
0.00014723140845,5.1318E-4,34.794800,4.5332E-2,55520
0.000147408644824,5.1380E-4,34.764900,4.5382E-2,55510
0.000147586111799,5.1442E-4,34.735000,4.5432E-2,55500
0.000147763809697,5.1504E-4,34.705100,4.5482E-2,55490
0.000147941738843,5.1566E-4,34.675200,4.5533E-2,55480
0.000148119899559,5.1628E-4,34.645300,4.5583E-2,55470
0.000148298292169,5.1690E-4,34.615400,4.5634E-2,55460
0.000148476916998,5.1752E-4,34.585500,4.5684E-2,55450
0.00014865577437,5.1814E-4,34.555600,4.5735E-2,55440
0.000148834864612,5.1877E-4,34.525700,4.5785E-2,55430
0.000149014188048,5.1939E-4,34.495800,4.5836E-2,55420
0.000149193745005,5.2002E-4,34.465900,4.5887E-2,55410
0.00014937353581,5.2065E-4,34.436000,4.5938E-2,55400
0.00014955356079,5.2127E-4,34.406100,4.5989E-2,55390
0.000149733820274,5.2190E-4,34.376200,4.6040E-2,55380
0.000149914314589,5.2253E-4,34.346300,4.6091E-2,55370
0.000150095044064,5.2316E-4,34.316400,4.6142E-2,55360
0.000150276009029,5.2379E-4,34.286500,4.6193E-2,55350
0.000150457209813,5.2442E-4,34.256600,4.6244E-2,55340
0.000150638646747,5.2506E-4,34.226700,4.6295E-2,55330
0.000150820320161,5.2569E-4,34.196800,4.6347E-2,55320
0.000151002230387,5.2632E-4,34.166900,4.6398E-2,55310
0.000151184377756,5.2696E-4,34.137000,4.6449E-2,55300
0.000151366762601,5.2759E-4,34.107100,4.6501E-2,55290
0.000151549385255,5.2823E-4,34.077200,4.6553E-2,55280
0.00015173224605,5.2887E-4,34.047300,4.6604E-2,55270
0.000151915345321,5.2951E-4,34.017400,4.6656E-2,55260
0.000152098683401,5.3015E-4,33.987500,4.6708E-2,55250
0.000152282260627,5.3079E-4,33.957600,4.6759E-2,55240
0.000152466077332,5.3143E-4,33.927700,4.6811E-2,55230
0.000152650133852,5.3207E-4,33.897800,4.6863E-2,55220
0.000152834430525,5.3271E-4,33.867900,4.6915E-2,55210
0.000153018967686,5.3335E-4,33.838000,4.6967E-2,55200
0.000153203745673,5.3400E-4,33.808100,4.7019E-2,55190
0.000153388764824,5.3464E-4,33.778200,4.7072E-2,55180
0.000153574025477,5.3529E-4,33.748300,4.7124E-2,55170
0.000153759527971,5.3593E-4,33.718400,4.7176E-2,55160
0.000153945272645,5.3658E-4,33.688500,4.7229E-2,55150
0.000154131259839,5.3723E-4,33.658600,4.7281E-2,55140
0.000154317489894,5.3788E-4,33.628700,4.7334E-2,55130
0.000154503963149,5.3853E-4,33.598800,4.7386E-2,55120
0.000154690679947,5.3918E-4,33.568900,4.7439E-2,55110
0.00015487764063,5.3983E-4,33.539000,4.7492E-2,55100
0.000155064845539,5.4048E-4,33.509100,4.7544E-2,55090
0.000155252295018,5.4114E-4,33.479200,4.7597E-2,55080
0.00015543998941,5.4179E-4,33.449300,4.7650E-2,55070
0.000155627929059,5.4245E-4,33.419400,4.7703E-2,55060
0.00015581611431,5.4310E-4,33.389500,4.7756E-2,55050
0.000156004545507,5.4376E-4,33.359600,4.7809E-2,55040
0.000156193222996,5.4442E-4,33.329700,4.7862E-2,55030
0.000156382147123,5.4508E-4,33.299800,4.7915E-2,55020
0.000156571318234,5.4573E-4,33.269900,4.7969E-2,55010
0.000156760736677,5.4640E-4,33.240000,4.8022E-2,55000
0.000156950402798,5.4706E-4,33.210100,4.8075E-2,54990
0.000157140316947,5.4772E-4,33.180200,4.8129E-2,54980
0.000157330479472,5.4838E-4,33.150300,4.8183E-2,54970
0.000157520890721,5.4904E-4,33.120400,4.8236E-2,54960
0.000157711551045,5.4971E-4,33.090500,4.8290E-2,54950
0.000157902460794,5.5037E-4,33.060600,4.8344E-2,54940
0.000158093620318,5.5104E-4,33.030700,4.8397E-2,54930
0.000158285029968,5.5171E-4,33.000800,4.8451E-2,54920
0.000158476690097,5.5238E-4,32.970900,4.8505E-2,54910
0.000158668601057,5.5304E-4,32.941000,4.8559E-2,54900
0.0001588607632,5.5371E-4,32.911100,4.8613E-2,54890
0.00015905317688,5.5439E-4,32.881200,4.8667E-2,54880
0.000159245842451,5.5506E-4,32.851300,4.8721E-2,54870
0.000159438760267,5.5573E-4,32.821400,4.8776E-2,54860
0.000159631930683,5.5640E-4,32.791500,4.8830E-2,54850
0.000159825354055,5.5708E-4,32.761600,4.8884E-2,54840
0.000160019030738,5.5775E-4,32.731700,4.8939E-2,54830
0.00016021296109,5.5843E-4,32.701800,4.8993E-2,54820
0.000160407145467,5.5910E-4,32.671900,4.9048E-2,54810
0.000160601584226,5.5978E-4,32.642000,4.9103E-2,54800
0.000160796277727,5.6046E-4,32.612100,4.9157E-2,54790
0.000160991226328,5.6114E-4,32.582200,4.9212E-2,54780
0.000161186430387,5.6182E-4,32.552300,4.9267E-2,54770
0.000161381890265,5.6250E-4,32.522400,4.9322E-2,54760
0.000161577606323,5.6318E-4,32.492500,4.9377E-2,54750
0.000161773578921,5.6387E-4,32.462600,4.9432E-2,54740
0.00016196980842,5.6455E-4,32.432700,4.9487E-2,54730
0.000162166295182,5.6524E-4,32.402800,4.9542E-2,54720
0.00016236303957,5.6592E-4,32.372900,4.9598E-2,54710
0.000162560041948,5.6661E-4,32.343000,4.9653E-2,54700
0.000162757302678,5.6730E-4,32.313100,4.9708E-2,54690
0.000162954822124,5.6798E-4,32.283200,4.9764E-2,54680
0.000163152600652,5.6867E-4,32.253300,4.9819E-2,54670
0.000163350638627,5.6936E-4,32.223400,4.9875E-2,54660
0.000163548936414,5.7006E-4,32.193500,4.9930E-2,54650
0.00016374749438,5.7075E-4,32.163600,4.9986E-2,54640
0.000163946312892,5.7144E-4,32.133700,5.0042E-2,54630
0.000164145392317,5.7213E-4,32.103800,5.0098E-2,54620
0.000164344733023,5.7283E-4,32.073900,5.0154E-2,54610
0.000164544335379,5.7353E-4,32.044000,5.0210E-2,54600
0.000164744199754,5.7422E-4,32.014100,5.0266E-2,54590
0.000164944326518,5.7492E-4,31.984200,5.0322E-2,54580
0.00016514471604,5.7562E-4,31.954300,5.0378E-2,54570
0.000165345368692,5.7632E-4,31.924400,5.0434E-2,54560
0.000165546284845,5.7702E-4,31.894500,5.0491E-2,54550
0.000165747464871,5.7772E-4,31.864600,5.0547E-2,54540
0.000165948909142,5.7842E-4,31.834700,5.0604E-2,54530
0.000166150618031,5.7912E-4,31.804800,5.0660E-2,54520
0.000166352591913,5.7983E-4,31.774900,5.0717E-2,54510
0.000166554831161,5.8053E-4,31.745000,5.0773E-2,54500
0.000166757336149,5.8124E-4,31.715100,5.0830E-2,54490
0.000166960107254,5.8195E-4,31.685200,5.0887E-2,54480
0.000167163144851,5.8265E-4,31.655300,5.0944E-2,54470
0.000167366449317,5.8336E-4,31.625400,5.1001E-2,54460
0.000167570021028,5.8407E-4,31.595500,5.1058E-2,54450
0.000167773860362,5.8478E-4,31.565600,5.1115E-2,54440
0.000167977967697,5.8549E-4,31.535700,5.1172E-2,54430
0.000168182343413,5.8621E-4,31.505800,5.1229E-2,54420
0.000168386987887,5.8692E-4,31.475900,5.1287E-2,54410
0.000168591901501,5.8763E-4,31.446000,5.1344E-2,54400
0.000168797084634,5.8835E-4,31.416100,5.1401E-2,54390
0.000169002537668,5.8906E-4,31.386200,5.1459E-2,54380
0.000169208260984,5.8978E-4,31.356300,5.1517E-2,54370
0.000169414254964,5.9050E-4,31.326400,5.1574E-2,54360
0.000169620519992,5.9122E-4,31.296500,5.1632E-2,54350
0.000169827056449,5.9194E-4,31.266600,5.1690E-2,54340
0.000170033864721,5.9266E-4,31.236700,5.1748E-2,54330
0.000170240945192,5.9338E-4,31.206800,5.1805E-2,54320
0.000170448298247,5.9410E-4,31.176900,5.1863E-2,54310
0.000170655924271,5.9483E-4,31.147000,5.1922E-2,54300
0.00017086382365,5.9555E-4,31.117100,5.1980E-2,54290
0.000171071996772,5.9628E-4,31.087200,5.2038E-2,54280
0.000171280444024,5.9700E-4,31.057300,5.2096E-2,54270
0.000171489165794,5.9773E-4,31.027400,5.2155E-2,54260
0.000171698162471,5.9846E-4,30.997500,5.2213E-2,54250
0.000171907434443,5.9919E-4,30.967600,5.2271E-2,54240
0.0001721169821,5.9992E-4,30.937700,5.2330E-2,54230
0.000172326805833,6.0065E-4,30.907800,5.2389E-2,54220
0.000172536906033,6.0138E-4,30.877900,5.2447E-2,54210
0.000172747283091,6.0212E-4,30.848000,5.2506E-2,54200
0.000172957937399,6.0285E-4,30.818100,5.2565E-2,54190
0.00017316886935,6.0359E-4,30.788200,5.2624E-2,54180
0.000173380079338,6.0432E-4,30.758300,5.2683E-2,54170
0.000173591567755,6.0506E-4,30.728400,5.2742E-2,54160
0.000173803334998,6.0580E-4,30.698500,5.2801E-2,54150
0.00017401538146,6.0654E-4,30.668600,5.2860E-2,54140
0.000174227707538,6.0728E-4,30.638700,5.2920E-2,54130
0.000174440313627,6.0802E-4,30.608800,5.2979E-2,54120
0.000174653200125,6.0876E-4,30.578900,5.3038E-2,54110
0.00017486636743,6.0950E-4,30.549000,5.3098E-2,54100
0.000175079815938,6.1025E-4,30.519100,5.3158E-2,54090
0.00017529354605,6.1099E-4,30.489200,5.3217E-2,54080
0.000175507558164,6.1174E-4,30.459300,5.3277E-2,54070
0.00017572185268,6.1248E-4,30.429400,5.3337E-2,54060
0.000175936429999,6.1323E-4,30.399500,5.3397E-2,54050
0.000176151290522,6.1398E-4,30.369600,5.3457E-2,54040
0.00017636643465,6.1473E-4,30.339700,5.3517E-2,54030
0.000176581862786,6.1548E-4,30.309800,5.3577E-2,54020
0.000176797575333,6.1623E-4,30.279900,5.3637E-2,54010
0.000177013572695,6.1699E-4,30.250000,5.3697E-2,54000
0.000177229855275,6.1774E-4,30.220100,5.3757E-2,53990
0.000177446423479,6.1850E-4,30.190200,5.3818E-2,53980
0.000177663277712,6.1925E-4,30.160300,5.3878E-2,53970
0.000177880418379,6.2001E-4,30.130400,5.3939E-2,53960
0.000178097845888,6.2077E-4,30.100500,5.3999E-2,53950
0.000178315560646,6.2153E-4,30.070600,5.4060E-2,53940
0.00017853356306,6.2228E-4,30.040700,5.4121E-2,53930
0.00017875185354,6.2305E-4,30.010800,5.4182E-2,53920
0.000178970432494,6.2381E-4,29.980900,5.4243E-2,53910
0.000179189300332,6.2457E-4,29.951000,5.4303E-2,53900
0.000179408457464,6.2533E-4,29.921100,5.4365E-2,53890
0.000179627904302,6.2610E-4,29.891200,5.4426E-2,53880
0.000179847641256,6.2687E-4,29.861300,5.4487E-2,53870
0.00018006766874,6.2763E-4,29.831400,5.4548E-2,53860
0.000180287987166,6.2840E-4,29.801500,5.4610E-2,53850
0.000180508596947,6.2917E-4,29.771600,5.4671E-2,53840
0.000180729498498,6.2994E-4,29.741700,5.4732E-2,53830
0.000180950692234,6.3071E-4,29.711800,5.4794E-2,53820
0.000181172178569,6.3148E-4,29.681900,5.4856E-2,53810
0.00018139395792,6.3225E-4,29.652000,5.4917E-2,53800
0.000181616030704,6.3303E-4,29.622100,5.4979E-2,53790
0.000181838397337,6.3380E-4,29.592200,5.5041E-2,53780
0.000182061058238,6.3458E-4,29.562300,5.5103E-2,53770
0.000182284013825,6.3536E-4,29.532400,5.5165E-2,53760
0.000182507264517,6.3614E-4,29.502500,5.5227E-2,53750
0.000182730810735,6.3691E-4,29.472600,5.5289E-2,53740
0.000182954652898,6.3769E-4,29.442700,5.5352E-2,53730
0.000183178791428,6.3848E-4,29.412800,5.5414E-2,53720
0.000183403226746,6.3926E-4,29.382900,5.5476E-2,53710
0.000183627959276,6.4004E-4,29.353000,5.5539E-2,53700
0.000183852989439,6.4083E-4,29.323100,5.5601E-2,53690
0.000184078317659,6.4161E-4,29.293200,5.5664E-2,53680
0.000184303944362,6.4240E-4,29.263300,5.5727E-2,53670
0.000184529869971,6.4319E-4,29.233400,5.5790E-2,53660
0.000184756094913,6.4397E-4,29.203500,5.5852E-2,53650
0.000184982619614,6.4476E-4,29.173600,5.5915E-2,53640
0.0001852094445,6.4555E-4,29.143700,5.5978E-2,53630
0.000185436569999,6.4635E-4,29.113800,5.6041E-2,53620
0.00018566399654,6.4714E-4,29.083900,5.6105E-2,53610
0.000185891724551,6.4793E-4,29.054000,5.6168E-2,53600
0.000186119754461,6.4873E-4,29.024100,5.6231E-2,53590
0.000186348086702,6.4952E-4,28.994200,5.6295E-2,53580
0.000186576721703,6.5032E-4,28.964300,5.6358E-2,53570
0.000186805659896,6.5112E-4,28.934400,5.6422E-2,53560
0.000187034901714,6.5192E-4,28.904500,5.6485E-2,53550
0.000187264447589,6.5272E-4,28.874600,5.6549E-2,53540
0.000187494297954,6.5352E-4,28.844700,5.6613E-2,53530
0.000187724453244,6.5432E-4,28.814800,5.6677E-2,53520
0.000187954913894,6.5512E-4,28.784900,5.6741E-2,53510
0.000188185680338,6.5593E-4,28.755000,5.6805E-2,53500
0.000188416753014,6.5673E-4,28.725100,5.6869E-2,53490
0.000188648132357,6.5754E-4,28.695200,5.6933E-2,53480
0.000188879818805,6.5835E-4,28.665300,5.6997E-2,53470
0.000189111812797,6.5916E-4,28.635400,5.7062E-2,53460
0.000189344114771,6.5997E-4,28.605500,5.7126E-2,53450
0.000189576725167,6.6078E-4,28.575600,5.7191E-2,53440
0.000189809644424,6.6159E-4,28.545700,5.7255E-2,53430
0.000190042872983,6.6240E-4,28.515800,5.7320E-2,53420
0.000190276411287,6.6322E-4,28.485900,5.7385E-2,53410
0.000190510259776,6.6403E-4,28.456000,5.7450E-2,53400
