P/T (kPa/K),Den (Kg/cu m),Temp (C),Pres (kPa),Alt (m)
0.001914418003402,6.6728E-3,-22.792600,4.7919E-1,36260
0.001917253197499,6.6827E-3,-22.822500,4.7985E-1,36250
0.001920092929917,6.6926E-3,-22.852400,4.8050E-1,36240
0.001922937208465,6.7025E-3,-22.882300,4.8115E-1,36230
0.001925786040964,6.7124E-3,-22.912200,4.8181E-1,36220
0.001928639435253,6.7223E-3,-22.942100,4.8246E-1,36210
0.001931497399181,6.7323E-3,-22.972000,4.8312E-1,36200
0.001934359940615,6.7423E-3,-23.001900,4.8378E-1,36190
0.001937227067435,6.7523E-3,-23.031800,4.8444E-1,36180
0.001940098787536,6.7623E-3,-23.061700,4.8510E-1,36170
0.001942975108827,6.7723E-3,-23.091600,4.8576E-1,36160
0.001945856039231,6.7823E-3,-23.121500,4.8642E-1,36150
0.001948741586688,6.7924E-3,-23.151400,4.8709E-1,36140
0.00195163175915,6.8025E-3,-23.181300,4.8775E-1,36130
0.001954526564585,6.8126E-3,-23.211200,4.8841E-1,36120
0.001957426010975,6.8227E-3,-23.241100,4.8908E-1,36110
0.001960330106317,6.8328E-3,-23.271000,4.8975E-1,36100
0.001963238858624,6.8429E-3,-23.300900,4.9042E-1,36090
0.001966152275921,6.8531E-3,-23.330800,4.9108E-1,36080
0.001969070366251,6.8633E-3,-23.360700,4.9175E-1,36070
0.00197199313767,6.8735E-3,-23.390600,4.9243E-1,36060
0.001974920598247,6.8837E-3,-23.420500,4.9310E-1,36050
0.001977852756071,6.8939E-3,-23.450400,4.9377E-1,36040
0.00198078961924,6.9041E-3,-23.480300,4.9444E-1,36030
0.001983731195872,6.9144E-3,-23.510200,4.9512E-1,36020
0.001986677494097,6.9246E-3,-23.540100,4.9580E-1,36010
0.001989628522061,6.9349E-3,-23.570000,4.9647E-1,36000
0.001992584287924,6.9452E-3,-23.599900,4.9715E-1,35990
0.001995544799863,6.9555E-3,-23.629800,4.9783E-1,35980
0.001998510066068,6.9659E-3,-23.659700,4.9851E-1,35970
0.002001480094747,6.9762E-3,-23.689600,4.9919E-1,35960
0.002004454894118,6.9866E-3,-23.719500,4.9987E-1,35950
0.002007434472421,6.9970E-3,-23.749400,5.0055E-1,35940
0.002010418837905,7.0074E-3,-23.779300,5.0124E-1,35930
0.002013407998838,7.0178E-3,-23.809200,5.0192E-1,35920
0.002016401963502,7.0282E-3,-23.839100,5.0261E-1,35910
0.002019400740194,7.0387E-3,-23.869000,5.0330E-1,35900
0.002022404337228,7.0492E-3,-23.898900,5.0399E-1,35890
0.002025412762931,7.0596E-3,-23.928800,5.0467E-1,35880
0.002028426025647,7.0701E-3,-23.958700,5.0536E-1,35870
0.002031444133735,7.0807E-3,-23.988600,5.0606E-1,35860
0.002034467095569,7.0912E-3,-24.018500,5.0675E-1,35850
0.002037494919539,7.1018E-3,-24.048400,5.0744E-1,35840
0.002040527614051,7.1123E-3,-24.078300,5.0814E-1,35830
0.002043565187526,7.1229E-3,-24.108200,5.0883E-1,35820
0.002046607648399,7.1335E-3,-24.138100,5.0953E-1,35810
0.002049655005124,7.1441E-3,-24.168000,5.1022E-1,35800
0.002052707266167,7.1548E-3,-24.197900,5.1092E-1,35790
0.002055764440013,7.1654E-3,-24.227800,5.1162E-1,35780
0.00205882653516,7.1761E-3,-24.257700,5.1232E-1,35770
0.002061893560124,7.1868E-3,-24.287600,5.1302E-1,35760
0.002064965523434,7.1975E-3,-24.317500,5.1373E-1,35750
0.002068042433638,7.2082E-3,-24.347400,5.1443E-1,35740
0.002071124299297,7.2190E-3,-24.377300,5.1514E-1,35730
0.00207421112899,7.2297E-3,-24.407200,5.1584E-1,35720
0.002077302931311,7.2405E-3,-24.437100,5.1655E-1,35710
0.002080399714868,7.2513E-3,-24.467000,5.1726E-1,35700
0.002083501488289,7.2621E-3,-24.496900,5.1796E-1,35690
0.002086608260215,7.2729E-3,-24.526800,5.1867E-1,35680
0.002089720039304,7.2838E-3,-24.556700,5.1939E-1,35670
0.002092836834229,7.2947E-3,-24.586600,5.2010E-1,35660
0.002095958653681,7.3055E-3,-24.616500,5.2081E-1,35650
0.002099085506365,7.3164E-3,-24.646400,5.2153E-1,35640
0.002102217401004,7.3274E-3,-24.676300,5.2224E-1,35630
0.002105354346336,7.3383E-3,-24.706200,5.2296E-1,35620
0.002108496351115,7.3492E-3,-24.736100,5.2367E-1,35610
0.002111643424113,7.3602E-3,-24.766000,5.2439E-1,35600
0.002114795574116,7.3712E-3,-24.795900,5.2511E-1,35590
0.002117952809927,7.3822E-3,-24.825800,5.2583E-1,35580
0.002121115140366,7.3932E-3,-24.855700,5.2655E-1,35570
0.00212428257427,7.4043E-3,-24.885600,5.2728E-1,35560
0.00212745512049,7.4153E-3,-24.915500,5.2800E-1,35550
0.002130632787895,7.4264E-3,-24.945400,5.2873E-1,35540
0.002133815585371,7.4375E-3,-24.975300,5.2945E-1,35530
0.00213700352182,7.4486E-3,-25.005200,5.3018E-1,35520
0.002140196606159,7.4597E-3,-25.035100,5.3091E-1,35510
0.002143394847323,7.4709E-3,-25.065000,5.3164E-1,35500
0.002146598254264,7.4820E-3,-25.094900,5.3237E-1,35490
0.00214980683595,7.4932E-3,-25.124800,5.3310E-1,35480
0.002153020601365,7.5044E-3,-25.154700,5.3383E-1,35470
0.002156239559512,7.5156E-3,-25.184600,5.3456E-1,35460
0.002159463719407,7.5269E-3,-25.214500,5.3530E-1,35450
0.002162693090087,7.5381E-3,-25.244400,5.3604E-1,35440
0.002165927680601,7.5494E-3,-25.274300,5.3677E-1,35430
0.00216916750002,7.5607E-3,-25.304200,5.3751E-1,35420
0.002172412557428,7.5720E-3,-25.334100,5.3825E-1,35410
0.002175662861927,7.5833E-3,-25.364000,5.3899E-1,35400
0.002178918422637,7.5947E-3,-25.393900,5.3973E-1,35390
0.002182179248693,7.6061E-3,-25.423800,5.4047E-1,35380
0.002185445349249,7.6174E-3,-25.453700,5.4122E-1,35370
0.002188716733475,7.6288E-3,-25.483600,5.4196E-1,35360
0.002191993410557,7.6403E-3,-25.513500,5.4271E-1,35350
0.002195275389701,7.6517E-3,-25.543400,5.4345E-1,35340
0.002198562680126,7.6632E-3,-25.573300,5.4420E-1,35330
0.002201855291073,7.6746E-3,-25.603200,5.4495E-1,35320
0.002205153231796,7.6861E-3,-25.633100,5.4570E-1,35310
0.002208456511568,7.6977E-3,-25.663000,5.4645E-1,35300
0.002211765139679,7.7092E-3,-25.692900,5.4721E-1,35290
0.002215079125438,7.7207E-3,-25.722800,5.4796E-1,35280
0.002218398478168,7.7323E-3,-25.752700,5.4871E-1,35270
0.002221723207212,7.7439E-3,-25.782600,5.4947E-1,35260
0.002225053321929,7.7555E-3,-25.812500,5.5023E-1,35250
0.002228388831696,7.7671E-3,-25.842400,5.5099E-1,35240
0.002231729745908,7.7788E-3,-25.872300,5.5175E-1,35230
0.002235076073976,7.7904E-3,-25.902200,5.5251E-1,35220
0.00223842782533,7.8021E-3,-25.932100,5.5327E-1,35210
0.002241785009418,7.8138E-3,-25.962000,5.5403E-1,35200
0.002245147635702,7.8255E-3,-25.991900,5.5479E-1,35190
0.002248515713667,7.8373E-3,-26.021800,5.5556E-1,35180
0.002251889252811,7.8490E-3,-26.051700,5.5633E-1,35170
0.002255268262652,7.8608E-3,-26.081600,5.5709E-1,35160
0.002258652752726,7.8726E-3,-26.111500,5.5786E-1,35150
0.002262042732586,7.8844E-3,-26.141400,5.5863E-1,35140
0.002265438211802,7.8963E-3,-26.171300,5.5940E-1,35130
0.002268839199964,7.9081E-3,-26.201200,5.6017E-1,35120
0.002272245706678,7.9200E-3,-26.231100,5.6095E-1,35110
0.002275657741569,7.9319E-3,-26.261000,5.6172E-1,35100
0.00227907531428,7.9438E-3,-26.290900,5.6250E-1,35090
0.00228249843447,7.9557E-3,-26.320800,5.6327E-1,35080
0.002285927111818,7.9677E-3,-26.350700,5.6405E-1,35070
0.002289361356022,7.9796E-3,-26.380600,5.6483E-1,35060
0.002292801176795,7.9916E-3,-26.410500,5.6561E-1,35050
0.002296246583871,8.0036E-3,-26.440400,5.6639E-1,35040
0.002299697587001,8.0157E-3,-26.470300,5.6717E-1,35030
0.002303154195954,8.0277E-3,-26.500200,5.6796E-1,35020
0.002306616420517,8.0398E-3,-26.530100,5.6874E-1,35010
0.002310084270496,8.0519E-3,-26.560000,5.6953E-1,35000
0.002313557755715,8.0640E-3,-26.589900,5.7032E-1,34990
0.002317036886017,8.0761E-3,-26.619800,5.7110E-1,34980
0.002320521671263,8.0883E-3,-26.649700,5.7189E-1,34970
0.002324012121331,8.1004E-3,-26.679600,5.7268E-1,34960
0.00232750824612,8.1126E-3,-26.709500,5.7348E-1,34950
0.002331010055545,8.1248E-3,-26.739400,5.7427E-1,34940
0.002334517559542,8.1370E-3,-26.769300,5.7506E-1,34930
0.002338030768063,8.1493E-3,-26.799200,5.7586E-1,34920
0.002341549691081,8.1616E-3,-26.829100,5.7666E-1,34910
0.002345074338585,8.1738E-3,-26.859000,5.7745E-1,34900
0.002348604720586,8.1861E-3,-26.888900,5.7825E-1,34890
0.002352140847112,8.1985E-3,-26.918800,5.7905E-1,34880
0.002355682728208,8.2108E-3,-26.948700,5.7985E-1,34870
0.002359230373941,8.2232E-3,-26.978600,5.8066E-1,34860
0.002362783794394,8.2356E-3,-27.008500,5.8146E-1,34850
0.002366342999672,8.2480E-3,-27.038400,5.8227E-1,34840
0.002369907999895,8.2604E-3,-27.068300,5.8307E-1,34830
0.002373478805206,8.2728E-3,-27.098200,5.8388E-1,34820
0.002377055425765,8.2853E-3,-27.128100,5.8469E-1,34810
0.002380637871749,8.2978E-3,-27.158000,5.8550E-1,34800
0.002384226153358,8.3103E-3,-27.187900,5.8631E-1,34790
0.002387820280808,8.3228E-3,-27.217800,5.8712E-1,34780
0.002391420264337,8.3354E-3,-27.247700,5.8794E-1,34770
0.002395026114199,8.3479E-3,-27.277600,5.8875E-1,34760
0.002398637840669,8.3605E-3,-27.307500,5.8957E-1,34750
0.002402255454042,8.3731E-3,-27.337400,5.9038E-1,34740
0.002405878964629,8.3858E-3,-27.367300,5.9120E-1,34730
0.002409508382765,8.3984E-3,-27.397200,5.9202E-1,34720
0.002413143718802,8.4111E-3,-27.427100,5.9284E-1,34710
0.002416784983109,8.4238E-3,-27.457000,5.9367E-1,34700
0.002420432186079,8.4365E-3,-27.486900,5.9449E-1,34690
0.002424085338121,8.4492E-3,-27.516800,5.9531E-1,34680
0.002427744449666,8.4620E-3,-27.546700,5.9614E-1,34670
0.002431409531162,8.4748E-3,-27.576600,5.9697E-1,34660
0.002435080593079,8.4876E-3,-27.606500,5.9780E-1,34650
0.002438757645905,8.5004E-3,-27.636400,5.9863E-1,34640
0.002442440700148,8.5132E-3,-27.666300,5.9946E-1,34630
0.002446129766337,8.5261E-3,-27.696200,6.0029E-1,34620
0.00244982485502,8.5390E-3,-27.726100,6.0112E-1,34610
0.002453525976763,8.5519E-3,-27.756000,6.0196E-1,34600
0.002457233142154,8.5648E-3,-27.785900,6.0279E-1,34590
0.002460946361801,8.5777E-3,-27.815800,6.0363E-1,34580
0.00246466564633,8.5907E-3,-27.845700,6.0447E-1,34570
0.002468391006389,8.6037E-3,-27.875600,6.0531E-1,34560
0.002472122452645,8.6167E-3,-27.905500,6.0615E-1,34550
0.002475859995784,8.6297E-3,-27.935400,6.0699E-1,34540
0.002479603646515,8.6427E-3,-27.965300,6.0784E-1,34530
0.002483353415565,8.6558E-3,-27.995200,6.0868E-1,34520
0.00248710931368,8.6689E-3,-28.025100,6.0953E-1,34510
0.002490871351629,8.6820E-3,-28.055000,6.1038E-1,34500
0.002494639540199,8.6952E-3,-28.084900,6.1122E-1,34490
0.002498413890199,8.7083E-3,-28.114800,6.1207E-1,34480
0.002502194412457,8.7215E-3,-28.144700,6.1293E-1,34470
0.002505981117822,8.7347E-3,-28.174600,6.1378E-1,34460
0.002509774017164,8.7479E-3,-28.204500,6.1463E-1,34450
0.002513573121371,8.7611E-3,-28.234400,6.1549E-1,34440
0.002517378441355,8.7744E-3,-28.264300,6.1634E-1,34430
0.002521189988046,8.7877E-3,-28.294200,6.1720E-1,34420
0.002525007772394,8.8010E-3,-28.324100,6.1806E-1,34410
0.002528831805373,8.8143E-3,-28.354000,6.1892E-1,34400
0.002532662097974,8.8277E-3,-28.383900,6.1978E-1,34390
0.00253649866121,8.8411E-3,-28.413800,6.2065E-1,34380
0.002540341506116,8.8544E-3,-28.443700,6.2151E-1,34370
0.002544190643746,8.8679E-3,-28.473600,6.2238E-1,34360
0.002548046085176,8.8813E-3,-28.503500,6.2324E-1,34350
0.002551907841501,8.8948E-3,-28.533400,6.2411E-1,34340
0.00255577592384,8.9082E-3,-28.563300,6.2498E-1,34330
0.00255965034333,8.9218E-3,-28.593200,6.2585E-1,34320
0.002563531111131,8.9353E-3,-28.623100,6.2672E-1,34310
0.002567418238422,8.9488E-3,-28.653000,6.2760E-1,34300
0.002571311736405,8.9624E-3,-28.682900,6.2847E-1,34290
0.002575211616302,8.9760E-3,-28.712800,6.2935E-1,34280
0.002579117889357,8.9896E-3,-28.742700,6.3023E-1,34270
0.002583030566834,9.0032E-3,-28.772600,6.3111E-1,34260
0.002586949660019,9.0169E-3,-28.802500,6.3199E-1,34250
0.002590875180219,9.0306E-3,-28.832400,6.3287E-1,34240
0.002594807138763,9.0443E-3,-28.862300,6.3375E-1,34230
0.002598745547,9.0580E-3,-28.892200,6.3463E-1,34220
0.002602690416302,9.0718E-3,-28.922100,6.3552E-1,34210
0.002606641758062,9.0855E-3,-28.952000,6.3641E-1,34200
0.002610599583693,9.0993E-3,-28.981900,6.3729E-1,34190
0.002614563904631,9.1132E-3,-29.011800,6.3818E-1,34180
0.002618534732334,9.1270E-3,-29.041700,6.3908E-1,34170
0.00262251207828,9.1409E-3,-29.071600,6.3997E-1,34160
0.002626495953971,9.1547E-3,-29.101500,6.4086E-1,34150
0.002630486370927,9.1687E-3,-29.131400,6.4176E-1,34140
0.002634483340693,9.1826E-3,-29.161300,6.4265E-1,34130
0.002638486874836,9.1965E-3,-29.191200,6.4355E-1,34120
0.002642496984942,9.2105E-3,-29.221100,6.4445E-1,34110
0.002646513682621,9.2245E-3,-29.251000,6.4535E-1,34100
0.002650536979504,9.2385E-3,-29.280900,6.4625E-1,34090
0.002654566887245,9.2526E-3,-29.310800,6.4715E-1,34080
0.00265860341752,9.2667E-3,-29.340700,6.4806E-1,34070
0.002662646582025,9.2807E-3,-29.370600,6.4897E-1,34060
0.00266669639248,9.2949E-3,-29.400500,6.4987E-1,34050
0.002670752860628,9.3090E-3,-29.430400,6.5078E-1,34040
0.002674815998231,9.3232E-3,-29.460300,6.5169E-1,34030
0.002678885817076,9.3374E-3,-29.490200,6.5260E-1,34020
0.002682962328971,9.3516E-3,-29.520100,6.5352E-1,34010
0.002687045545748,9.3658E-3,-29.550000,6.5443E-1,34000
0.002691135479258,9.3800E-3,-29.579900,6.5535E-1,33990
0.002695232141378,9.3943E-3,-29.609800,6.5626E-1,33980
0.002699335544006,9.4086E-3,-29.639700,6.5718E-1,33970
0.002703445699062,9.4230E-3,-29.669600,6.5810E-1,33960
0.002707562618489,9.4373E-3,-29.699500,6.5902E-1,33950
0.002711686314252,9.4517E-3,-29.729400,6.5994E-1,33940
0.002715816798341,9.4661E-3,-29.759300,6.6087E-1,33930
0.002719954082765,9.4805E-3,-29.789200,6.6179E-1,33920
0.002724098179559,9.4949E-3,-29.819100,6.6272E-1,33910
0.002728249100779,9.5094E-3,-29.849000,6.6365E-1,33900
0.002732406858504,9.5239E-3,-29.878900,6.6458E-1,33890
0.002736571464836,9.5384E-3,-29.908800,6.6551E-1,33880
0.002740742931901,9.5530E-3,-29.938700,6.6644E-1,33870
0.002744921271846,9.5675E-3,-29.968600,6.6738E-1,33860
0.002749106496843,9.5821E-3,-29.998500,6.6831E-1,33850
0.002753298619085,9.5967E-3,-30.028400,6.6925E-1,33840
0.00275749765079,9.6114E-3,-30.058300,6.7019E-1,33830
0.002761703604198,9.6260E-3,-30.088200,6.7113E-1,33820
0.002765916491572,9.6407E-3,-30.118100,6.7207E-1,33810
0.0027701363252,9.6554E-3,-30.148000,6.7301E-1,33800
0.002774363117391,9.6701E-3,-30.177900,6.7395E-1,33790
0.002778596880479,9.6849E-3,-30.207800,6.7490E-1,33780
0.00278283762682,9.6997E-3,-30.237700,6.7585E-1,33770
0.002787085368795,9.7145E-3,-30.267600,6.7679E-1,33760
0.002791340118807,9.7293E-3,-30.297500,6.7774E-1,33750
0.002795601889283,9.7442E-3,-30.327400,6.7870E-1,33740
0.002799870692675,9.7590E-3,-30.357300,6.7965E-1,33730
0.002804146541457,9.7740E-3,-30.387200,6.8060E-1,33720
0.002808429448126,9.7889E-3,-30.417100,6.8156E-1,33710
0.002812719425205,9.8038E-3,-30.447000,6.8251E-1,33700
0.002817016485238,9.8188E-3,-30.476900,6.8347E-1,33690
0.002821320640796,9.8338E-3,-30.506800,6.8443E-1,33680
0.002825631904472,9.8488E-3,-30.536700,6.8539E-1,33670
0.002829950288882,9.8639E-3,-30.566600,6.8636E-1,33660
0.002834275806667,9.8790E-3,-30.596500,6.8732E-1,33650
0.002838608470494,9.8941E-3,-30.626400,6.8829E-1,33640
0.00284294829305,9.9092E-3,-30.656300,6.8925E-1,33630
0.002847295287049,9.9243E-3,-30.686200,6.9022E-1,33620
0.002851649465229,9.9395E-3,-30.716100,6.9119E-1,33610
0.002856010840351,9.9547E-3,-30.746000,6.9217E-1,33600
0.0028603794252,9.9700E-3,-30.775900,6.9314E-1,33590
0.002864755232588,9.9852E-3,-30.805800,6.9411E-1,33580
0.002869138275347,1.0000E-2,-30.835700,6.9509E-1,33570
0.002873528566338,1.0016E-2,-30.865600,6.9607E-1,33560
0.002877926118443,1.0031E-2,-30.895500,6.9705E-1,33550
0.002882330944571,1.0046E-2,-30.925400,6.9803E-1,33540
0.002886743057653,1.0062E-2,-30.955300,6.9901E-1,33530
0.002891162470646,1.0077E-2,-30.985200,6.9999E-1,33520
0.002895589196533,1.0093E-2,-31.015100,7.0098E-1,33510
0.002900023248319,1.0108E-2,-31.045000,7.0197E-1,33500
0.002904464639035,1.0124E-2,-31.074900,7.0295E-1,33490
0.002908913381737,1.0139E-2,-31.104800,7.0394E-1,33480
0.002913369489506,1.0155E-2,-31.134700,7.0493E-1,33470
0.002917832975447,1.0170E-2,-31.164600,7.0593E-1,33460
0.002922303852691,1.0186E-2,-31.194500,7.0692E-1,33450
0.002926782134393,1.0201E-2,-31.224400,7.0792E-1,33440
0.002931267833734,1.0217E-2,-31.254300,7.0891E-1,33430
0.002935760963919,1.0233E-2,-31.284200,7.0991E-1,33420
0.002940261538179,1.0248E-2,-31.314100,7.1091E-1,33410
0.00294476956977,1.0264E-2,-31.344000,7.1192E-1,33400
0.002949285071974,1.0280E-2,-31.373900,7.1292E-1,33390
0.002953808058096,1.0296E-2,-31.403800,7.1392E-1,33380
0.002958338541468,1.0311E-2,-31.433700,7.1493E-1,33370
0.002962876535449,1.0327E-2,-31.463600,7.1594E-1,33360
0.00296742205342,1.0343E-2,-31.493500,7.1695E-1,33350
0.002971975108789,1.0359E-2,-31.523400,7.1796E-1,33340
0.002976535714992,1.0375E-2,-31.553300,7.1897E-1,33330
0.002981103885486,1.0391E-2,-31.583200,7.1999E-1,33320
0.002985679633757,1.0407E-2,-31.613100,7.2100E-1,33310
0.002990262973316,1.0423E-2,-31.643000,7.2202E-1,33300
0.002994853917699,1.0439E-2,-31.672900,7.2304E-1,33290
0.002999452480469,1.0455E-2,-31.702800,7.2406E-1,33280
0.003004058675214,1.0471E-2,-31.732700,7.2508E-1,33270
0.003008672515547,1.0487E-2,-31.762600,7.2611E-1,33260
0.00301329401511,1.0503E-2,-31.792500,7.2713E-1,33250
0.003017923187568,1.0519E-2,-31.822400,7.2816E-1,33240
0.003022560046613,1.0535E-2,-31.852300,7.2919E-1,33230
0.003027204605964,1.0551E-2,-31.882200,7.3022E-1,33220
0.003031856879366,1.0568E-2,-31.912100,7.3125E-1,33210
0.003036516880588,1.0584E-2,-31.942000,7.3228E-1,33200
0.003041184623429,1.0600E-2,-31.971900,7.3332E-1,33190
0.003045860121712,1.0616E-2,-32.001800,7.3435E-1,33180
0.003050543389286,1.0633E-2,-32.031700,7.3539E-1,33170
0.003055234440029,1.0649E-2,-32.061600,7.3643E-1,33160
0.003059933287841,1.0666E-2,-32.091500,7.3747E-1,33150
0.003064639946654,1.0682E-2,-32.121400,7.3851E-1,33140
0.003069354430423,1.0698E-2,-32.151300,7.3956E-1,33130
0.003074076753131,1.0715E-2,-32.181200,7.4060E-1,33120
0.003078806928786,1.0731E-2,-32.211100,7.4165E-1,33110
0.003083544971426,1.0748E-2,-32.241000,7.4270E-1,33100
0.003088290895113,1.0764E-2,-32.270900,7.4375E-1,33090
0.003093044713937,1.0781E-2,-32.300800,7.4480E-1,33080
0.003097806442015,1.0798E-2,-32.330700,7.4586E-1,33070
0.003102576093491,1.0814E-2,-32.360600,7.4691E-1,33060
0.003107353682535,1.0831E-2,-32.390500,7.4797E-1,33050
0.003112139223346,1.0847E-2,-32.420400,7.4903E-1,33040
0.003116932730149,1.0864E-2,-32.450300,7.5009E-1,33030
0.003121734217196,1.0881E-2,-32.480200,7.5115E-1,33020
0.003126543698767,1.0898E-2,-32.510100,7.5221E-1,33010
0.003131361189169,1.0914E-2,-32.540000,7.5328E-1,33000
0.003136186702736,1.0931E-2,-32.569900,7.5435E-1,32990
0.00314102025383,1.0948E-2,-32.599800,7.5542E-1,32980
0.00314586185684,1.0965E-2,-32.629700,7.5649E-1,32970
0.003150711526184,1.0982E-2,-32.659600,7.5756E-1,32960
0.003155569276305,1.0999E-2,-32.689500,7.5863E-1,32950
0.003160435121676,1.1016E-2,-32.719400,7.5971E-1,32940
0.003165309076797,1.1033E-2,-32.749300,7.6078E-1,32930
0.003170191156195,1.1050E-2,-32.779200,7.6186E-1,32920
0.003175081374426,1.1067E-2,-32.809100,7.6294E-1,32910
0.003179979746073,1.1084E-2,-32.839000,7.6403E-1,32900
0.003184886285748,1.1101E-2,-32.868900,7.6511E-1,32890
0.00318980100809,1.1118E-2,-32.898800,7.6619E-1,32880
0.003194723927766,1.1135E-2,-32.928700,7.6728E-1,32870
0.003199655059472,1.1153E-2,-32.958600,7.6837E-1,32860
0.003204594417931,1.1170E-2,-32.988500,7.6946E-1,32850
0.003209542017896,1.1187E-2,-33.018400,7.7055E-1,32840
0.003214497874146,1.1204E-2,-33.048300,7.7165E-1,32830
0.003219462001491,1.1222E-2,-33.078200,7.7274E-1,32820
0.003224434414767,1.1239E-2,-33.108100,7.7384E-1,32810
0.00322941512884,1.1256E-2,-33.138000,7.7494E-1,32800
0.003234404158604,1.1274E-2,-33.167900,7.7604E-1,32790
0.003239401518981,1.1291E-2,-33.197800,7.7714E-1,32780
0.003244407224922,1.1308E-2,-33.227700,7.7824E-1,32770
0.003249421291409,1.1326E-2,-33.257600,7.7935E-1,32760
0.003254443733448,1.1343E-2,-33.287500,7.8046E-1,32750
0.003259474566078,1.1361E-2,-33.317400,7.8157E-1,32740
0.003264513804365,1.1379E-2,-33.347300,7.8268E-1,32730
0.003269561463404,1.1396E-2,-33.377200,7.8379E-1,32720
0.00327461755832,1.1414E-2,-33.407100,7.8490E-1,32710
0.003279682104267,1.1431E-2,-33.437000,7.8602E-1,32700
0.003284755116426,1.1449E-2,-33.466900,7.8714E-1,32690
0.003289836610009,1.1467E-2,-33.496800,7.8826E-1,32680
0.003294926600257,1.1485E-2,-33.526700,7.8938E-1,32670
0.00330002510244,1.1502E-2,-33.556600,7.9050E-1,32660
0.003305132131859,1.1520E-2,-33.586500,7.9162E-1,32650
0.003310247703841,1.1538E-2,-33.616400,7.9275E-1,32640
0.003315371833746,1.1556E-2,-33.646300,7.9388E-1,32630
0.003320504536961,1.1574E-2,-33.676200,7.9501E-1,32620
0.003325645828903,1.1592E-2,-33.706100,7.9614E-1,32610
0.003330795725021,1.1610E-2,-33.736000,7.9727E-1,32600
0.003335954240791,1.1628E-2,-33.765900,7.9841E-1,32590
0.00334112139172,1.1646E-2,-33.795800,7.9954E-1,32580
0.003346297193343,1.1664E-2,-33.825700,8.0068E-1,32570
0.003351481661229,1.1682E-2,-33.855600,8.0182E-1,32560
0.003356674810973,1.1700E-2,-33.885500,8.0297E-1,32550
0.003361876658201,1.1718E-2,-33.915400,8.0411E-1,32540
0.003367087218571,1.1736E-2,-33.945300,8.0525E-1,32530
0.003372306507768,1.1754E-2,-33.975200,8.0640E-1,32520
0.00337753454151,1.1773E-2,-34.005100,8.0755E-1,32510
0.003382771335544,1.1791E-2,-34.035000,8.0870E-1,32500
0.003388016905648,1.1809E-2,-34.064900,8.0985E-1,32490
0.003393271267628,1.1827E-2,-34.094800,8.1101E-1,32480
0.003398534437325,1.1846E-2,-34.124700,8.1217E-1,32470
0.003403806430605,1.1864E-2,-34.154600,8.1332E-1,32460
0.00340908726337,1.1882E-2,-34.184500,8.1448E-1,32450
0.003414376951549,1.1901E-2,-34.214400,8.1565E-1,32440
0.003419675511102,1.1919E-2,-34.244300,8.1681E-1,32430
0.003424982958021,1.1938E-2,-34.274200,8.1797E-1,32420
0.00343029930833,1.1956E-2,-34.304100,8.1914E-1,32410
0.00343562457808,1.1975E-2,-34.334000,8.2031E-1,32400
0.003440958783357,1.1994E-2,-34.363900,8.2148E-1,32390
0.003446301940275,1.2012E-2,-34.393800,8.2265E-1,32380
0.003451654064981,1.2031E-2,-34.423700,8.2383E-1,32370
0.003457015173653,1.2050E-2,-34.453600,8.2500E-1,32360
0.003462385282498,1.2068E-2,-34.483500,8.2618E-1,32350
0.003467764407758,1.2087E-2,-34.513400,8.2736E-1,32340
0.003473152565704,1.2106E-2,-34.543300,8.2854E-1,32330
0.003478549772637,1.2125E-2,-34.573200,8.2973E-1,32320
0.003483956044894,1.2143E-2,-34.603100,8.3091E-1,32310
0.003489371398838,1.2162E-2,-34.633000,8.3210E-1,32300
0.003494795850869,1.2181E-2,-34.662900,8.3329E-1,32290
0.003500229417414,1.2200E-2,-34.692800,8.3448E-1,32280
0.003505672114934,1.2219E-2,-34.722700,8.3567E-1,32270
0.003511123959923,1.2238E-2,-34.752600,8.3687E-1,32260
0.003516584968904,1.2257E-2,-34.782500,8.3806E-1,32250
0.003522055158434,1.2276E-2,-34.812400,8.3926E-1,32240
0.003527534545102,1.2295E-2,-34.842300,8.4046E-1,32230
0.003533023145527,1.2314E-2,-34.872200,8.4166E-1,32220
0.003538520976363,1.2334E-2,-34.902100,8.4287E-1,32210
0.003544028054293,1.2353E-2,-34.932000,8.4407E-1,32200
0.003549544396036,1.2372E-2,-34.961900,8.4528E-1,32190
0.00355507001834,1.2391E-2,-34.991800,8.4649E-1,32180
0.003560604937987,1.2411E-2,-35.021700,8.4770E-1,32170
0.003566149171791,1.2430E-2,-35.051600,8.4892E-1,32160
0.0035717027366,1.2449E-2,-35.081500,8.5013E-1,32150
0.003577265649291,1.2469E-2,-35.111400,8.5135E-1,32140
0.003582837926778,1.2488E-2,-35.141300,8.5257E-1,32130
0.003588419586005,1.2508E-2,-35.171200,8.5379E-1,32120
0.00359401064395,1.2527E-2,-35.201100,8.5501E-1,32110
0.003599611117622,1.2547E-2,-35.231000,8.5624E-1,32100
0.003605221024065,1.2566E-2,-35.260900,8.5746E-1,32090
0.003610840380356,1.2586E-2,-35.290800,8.5869E-1,32080
0.003616469203603,1.2605E-2,-35.320700,8.5992E-1,32070
0.003622107510949,1.2625E-2,-35.350600,8.6115E-1,32060
0.003627755319571,1.2645E-2,-35.380500,8.6239E-1,32050
0.003633412646676,1.2664E-2,-35.410400,8.6362E-1,32040
